vh,wind,humidity,temp,ibh,dpg,ibt,vis,PC1,PC2,PC3,PC4,PC5,PC6,PC7,ozone,ozone_class
1.132,1.358,0.8,1.61,-0.86,0.803,1.173,-0.562,2.424,1.343,1.238,0.405,0.102,-0.159,0.026,22,1
0.659,0.484,0.246,0.779,0.213,0.803,0.455,-0.057,0.846,0.762,0.685,-0.31,0.551,-0.232,0.085,14,1
0.28,0.484,-0.057,0.71,0.23,1.083,0.337,0.321,0.406,0.794,0.836,-0.564,0.319,-0.568,-0.071,13,1
0.185,-0.826,-0.158,0.433,0.954,1.195,0.089,0.952,-0.256,0.234,0.272,-1.815,0.625,-0.396,-0.115,9,0
0.374,-0.389,0.346,0.225,0.42,1.167,-0.172,0.321,0.069,0.726,-0.035,-1.131,0.413,-0.24,0.302,12,1
0.848,0.921,0.346,1.195,-0.744,0.354,0.69,-0.31,1.673,0.659,0.949,0.327,0.002,-0.159,0.012,14,1
1.511,0.048,0.699,1.333,-0.835,0.298,0.964,-0.562,2.459,0.339,0.39,-0.162,0.251,0.135,0.282,24,1
1.322,0.048,1.052,1.264,-0.882,1.111,0.899,-0.688,2.468,1.114,0.126,-0.437,0.152,-0.136,0.369,19,1
1.132,0.484,0.195,0.987,-0.511,1.504,0.56,-0.814,1.761,1.155,0.367,-0.156,0.494,-0.964,0.494,16,1
0.28,0.921,0.346,-0.191,0.753,1.42,-0.133,0.321,-0.425,1.449,0.703,-0.398,0.51,-0.314,0.609,7,0
-0.194,0.048,0.951,-0.468,1.348,1.56,-0.681,0.952,-1.262,1.597,0.104,-1.412,0.51,0.284,0.427,2,0
0.28,0.921,0.598,0.294,1.348,0.775,-0.707,0.952,-0.9,1.234,1.116,-0.714,0.886,0.473,0.215,4,0
-0.005,0.921,-0.007,0.156,0.91,0.803,-0.303,0.952,-0.832,0.871,1.189,-0.523,0.428,-0.093,0.082,6,0
0.09,0.048,-0.007,0.017,1.348,0.971,-0.812,1.583,-1.385,0.576,0.897,-1.56,0.618,0.062,0.227,12,1
-0.194,0.921,0.699,0.363,1.348,0.382,-0.263,2.214,-1.25,0.902,1.828,-1.245,0.184,1.022,-0.277,9,0
-0.194,0.048,0.951,0.848,-0.571,0.719,0.337,-0.688,1.144,1.149,-0.389,-0.034,-0.198,-0.066,-0.491,15,1
0.374,-0.389,-0.057,0.848,-0.877,0.747,0.625,2.214,0.601,-0.182,1.392,-1.943,-1.222,-0.15,-0.064,17,1
-0.005,-0.826,0.447,0.571,-0.804,1.055,0.507,0.321,0.971,0.464,-0.299,-1.185,-0.693,-0.399,-0.177,13,1
1.227,-0.826,0.75,1.056,-1.075,-0.038,0.938,2.214,1.506,-0.6,1.245,-2.072,-1.148,0.954,0.228,20,1
1.322,0.921,0.598,1.472,-1.013,0.41,1.16,-1.193,2.695,0.826,0.637,0.732,0.284,-0.222,0.134,22,1
1.227,-0.389,0.75,1.333,-1.044,0.747,1.213,-0.31,2.538,0.443,0.186,-0.705,-0.131,-0.096,0.122,24,1
1.132,0.921,0.75,0.779,-0.98,0.607,1.291,-0.31,2.094,0.882,0.881,0.266,-0.294,0.014,0.471,26,1
1.417,0.484,0.649,1.749,-0.946,0.046,1.304,-1.357,3.012,0.452,0.394,0.643,0.484,0.005,-0.118,32,1
1.606,-0.389,0.951,1.887,-0.984,0.186,1.787,-1.319,3.573,0.254,-0.058,-0.04,0.477,0.178,-0.186,33,1
1.701,-0.826,0.498,2.095,-1.21,-0.319,2.231,-1.521,4.033,-0.554,-0.189,0.074,0.468,0.056,-0.444,27,1
1.89,0.048,0.195,2.095,-1.119,-0.487,2.153,-0.688,3.613,-0.606,0.976,0.178,0.319,0.151,-0.245,38,1
1.89,1.358,0.145,2.164,-1.084,0.27,1.787,-1.193,3.476,0.528,1.482,0.922,0.583,-0.464,0.017,23,1
1.417,0.048,0.649,2.164,-0.649,0.438,1.722,-0.688,3.147,0.422,0.708,-0.305,0.543,-0.022,-0.435,19,1
1.322,1.358,0.951,1.679,-0.93,0.102,1.422,-0.814,2.782,0.954,1.187,0.821,0.171,0.311,-0.049,19,1
1.038,0.921,0.649,0.987,-1.219,-0.543,1.617,-1.067,2.59,0.18,0.59,1.24,-0.226,0.371,0.009,15,1
0.848,0.048,0.447,1.333,-1.135,-0.01,1.291,-0.941,2.506,0.12,0.125,0.361,-0.101,-0.085,-0.282,28,1
0.469,0.484,0.8,1.125,0.136,0.242,0.847,-0.688,1.443,0.826,0.338,0.224,0.622,0.309,-0.431,10,0
0.09,0.921,0.346,0.779,0.374,-0.207,0.455,0.195,0.379,0.444,1.011,0.286,0.332,0.458,-0.49,14,1
0.564,0.484,1.203,1.264,-0.932,-0.487,1.239,-0.31,2.123,0.413,0.535,0.396,-0.405,0.907,-0.475,26,1
0.943,-0.389,0.447,1.333,-1.028,-0.487,1.395,-0.057,2.31,-0.521,0.415,-0.246,-0.323,0.437,-0.352,17,1
0.09,0.921,1.456,-0.676,1.348,0.607,-0.668,0.321,-1.057,1.671,0.232,-0.144,0.701,1.105,0.651,3,0
1.038,-0.389,0.649,0.086,-0.337,-0.123,-0.002,-0.941,1.113,0.053,-0.709,0.2,0.42,0.375,0.673,14,1
0.753,0.048,0.951,0.71,-0.4,-0.207,0.716,-0.688,1.594,0.336,-0.094,0.258,0.196,0.632,0.01,29,1
0.848,0.048,1.002,0.917,-0.128,-0.291,0.755,-1.067,1.769,0.378,-0.209,0.422,0.63,0.685,-0.123,18,1
0.469,0.921,0.699,-0.468,1.348,1.083,-0.681,-0.688,-0.612,1.63,-0.042,0.24,1.375,0.063,0.836,3,0
0.374,-0.826,0.649,-0.052,0.808,0.494,-0.433,0.195,-0.225,0.34,-0.54,-1.069,0.69,0.446,0.297,9,0
0.753,0.048,0.649,0.64,0.079,0.242,0.194,0.195,0.778,0.408,0.39,-0.495,0.329,0.442,0.173,19,1
0.564,0.048,0.901,0.64,0.61,0.382,0.351,-0.31,0.769,0.769,0.066,-0.333,0.826,0.524,-0.047,8,0
0.28,0.484,0.901,0.71,0.679,0.382,0.429,-0.688,0.755,1.064,0.109,0.17,0.917,0.413,-0.288,23,1
0.469,0.484,0.75,0.917,0.304,0.494,0.429,-1.067,1.185,1.058,-0.004,0.352,0.903,0.077,-0.221,13,1
0.469,0.048,1.103,0.225,0.052,-0.01,0.181,-0.31,0.701,0.604,-0.192,-0.013,0.231,0.799,0.184,7,0
0.28,1.795,0.75,-0.052,1.348,0.607,-0.603,-0.057,-0.766,1.694,0.993,0.542,1.127,0.468,0.437,3,0
0.374,1.358,1.103,-0.122,1.348,0.522,-0.877,-0.057,-0.777,1.666,0.577,0.27,1.14,0.792,0.547,5,0
0.185,0.048,0.851,0.156,-1.257,0.214,0.56,0.195,1.066,0.445,0.027,-0.134,-1.128,0.308,0.203,11,1
-0.005,-0.389,0.498,-0.052,0.227,0.018,-0.08,-0.057,0.003,0.163,-0.417,-0.289,0.144,0.396,-0.011,12,1
-1.047,0.048,1.758,0.086,1.348,0.354,-0.603,-0.688,-0.709,1.725,-1.005,-0.002,0.82,1.08,-0.801,5,0
-1.047,0.921,-0.057,0.017,1.348,0.214,-0.707,0.321,-1.581,0.822,0.537,0.203,0.633,0.047,-0.709,4,0
-0.952,-0.826,0.598,-0.191,1.348,0.578,-0.969,0.952,-1.625,0.594,-0.497,-1.44,0.375,0.499,-0.522,5,0
-0.384,0.484,0.346,-0.399,1.348,0.494,-0.956,0.952,-1.662,0.827,0.493,-0.612,0.531,0.425,0.111,4,0
0.09,0.484,0.397,-0.191,0.276,-0.123,-0.067,0.952,-0.476,0.213,0.751,-0.276,-0.208,0.657,0.215,10,0
0.848,-0.389,0.75,0.71,-0.968,-0.487,0.808,-0.688,1.915,-0.211,-0.332,0.208,-0.2,0.546,0.046,17,1
1.227,-0.826,0.951,0.64,-1.034,-0.739,1.056,-1.067,2.405,-0.498,-0.767,0.235,-0.033,0.796,0.237,26,1
1.322,0.048,1.103,0.917,-0.846,-0.767,1.304,-0.941,2.517,-0.089,0.009,0.598,0.106,0.981,0.147,30,1
1.322,-0.389,0.75,0.64,-1.145,-1.581,1.657,-1.357,2.767,-1.019,-0.447,1.079,-0.043,1.07,0.087,18,1
1.322,0.048,-1.973,0.64,1.348,-1.609,0.481,-0.562,0.303,-2.229,0.922,0.798,2.09,-0.253,-0.104,12,1
1.322,0.484,-1.973,0.779,1.348,-1.44,0.612,1.583,-0.286,-2.252,2.504,-0.307,1.295,0.131,-0.077,7,0
0.943,-0.826,0.75,1.125,-1.219,-0.571,1.291,0.952,2.027,-0.749,0.546,-1.04,-0.924,0.918,-0.196,15,1
0.753,0.048,0.901,0.779,-0.95,0.27,0.912,-1.546,2.228,0.681,-0.582,0.635,0.093,0.004,0.08,12,1
0.753,1.358,0.951,0.64,-1.241,-0.964,1.461,-1.319,2.305,0.352,0.474,1.91,-0.377,0.762,0.011,7,0
1.038,0.048,1.405,0.779,-1.155,-0.543,1.539,-1.483,2.809,0.302,-0.469,0.903,-0.133,0.868,0.072,28,1
0.753,0.048,0.901,0.64,-0.655,-0.123,1.017,-1.193,1.969,0.376,-0.362,0.584,0.141,0.388,0.041,22,1
0.469,0.921,0.397,0.294,0.318,0.27,0.22,-0.941,0.613,0.857,0.221,0.796,0.764,0.012,0.191,18,1
0.753,-0.389,0.8,0.502,-0.188,-0.179,0.416,-0.688,1.278,0.114,-0.447,0.001,0.375,0.56,0.119,14,1
0.374,0.048,0.649,0.502,-0.258,0.102,0.625,-1.357,1.382,0.532,-0.574,0.621,0.422,0.074,-0.107,24,1
-0.194,-0.389,1.304,0.156,1.348,0.158,-0.472,-0.562,-0.315,0.962,-0.864,-0.328,1.154,0.984,-0.341,10,0
0.28,0.048,0.8,0.225,-0.168,-0.683,0.573,-0.941,1.018,0.067,-0.449,0.753,0.207,0.766,-0.14,14,1
-0.099,0.921,-0.511,-0.537,-0.212,-0.852,0.56,-0.814,0.091,-0.43,0.188,1.633,-0.067,-0.082,0.086,9,0
-0.384,1.358,0.851,0.017,0.486,-0.151,-0.172,-0.814,-0.181,1.216,0.15,1.251,0.435,0.57,-0.232,12,1
-0.573,0.484,0.8,-0.399,1.348,-0.123,-0.877,-0.562,-1.16,0.941,-0.493,0.531,0.957,0.754,-0.188,7,0
-0.763,-0.389,0.447,-0.468,1.348,-0.179,-0.838,-0.941,-1.114,0.413,-1.255,0.327,1.07,0.432,-0.4,7,0
0.09,-0.389,0.851,-0.26,0.081,0.214,-0.303,-0.941,0.253,0.602,-1.11,0.156,0.33,0.328,0.267,6,0
0.659,0.048,0.649,-0.953,-0.374,0.102,0.076,-1.067,0.506,0.383,-0.888,0.705,0.026,0.232,1.121,13,1
0.374,-0.826,-1.166,-0.537,1.348,-1.637,-0.616,-1.067,-0.81,-1.861,-0.904,0.821,1.679,0.203,0.053,5,0
0.09,0.048,-1.771,-0.329,1.348,-1.076,-0.734,2.214,-2.136,-1.873,1.656,-0.778,0.466,0.127,0.006,3,0
0.469,0.484,-1.973,-0.122,1.348,-1.02,-0.485,0.952,-1.432,-1.67,1.455,0.149,1.121,-0.317,0.116,7,0
0.564,0.921,0.044,-0.052,-0.104,-0.207,-0.041,0.321,0.048,0.125,0.882,0.406,-0.034,0.26,0.515,8,0
-0.005,-0.389,0.094,0.086,-0.352,-0.487,0.115,-0.31,0.384,-0.407,-0.422,0.186,-0.167,0.21,-0.16,10,0
0.848,-2.136,-1.015,0.225,-1.101,-0.795,0.651,-0.31,1.373,-2.248,-1.018,-0.636,-0.3,-0.471,0.135,12,1
1.606,-0.826,-1.822,0.64,-1.246,-1.609,1.422,0.321,1.819,-2.98,0.85,0.087,-0.3,-0.418,0.274,6,0
1.038,0.921,-1.973,0.571,1.348,-1.3,0.05,2.214,-1.038,-1.965,2.915,-0.411,0.954,0.16,0.027,5,0
0.848,-2.136,-0.662,0.433,-1.097,-1.104,0.912,-1.193,1.94,-2.129,-1.488,-0.053,0.01,-0.24,-0.113,20,1
0.564,-1.263,-0.561,0.502,-1.168,-0.599,0.782,-0.941,1.668,-1.345,-0.888,0.127,-0.239,-0.465,-0.141,14,1
0.185,-1.263,0.75,-0.191,-0.573,0.018,0.155,-1.319,1.017,-0.008,-1.795,0.024,-0.016,0.17,0.18,16,1
-0.384,-0.389,0.447,-0.883,1.348,0.186,-1.387,0.952,-1.999,0.332,-0.317,-0.933,0.461,0.711,0.347,5,0
-2.373,1.795,-0.107,-1.576,1.348,-0.066,-1.4,-0.057,-3.277,1.253,0.003,1.558,-0.053,0.024,-0.539,3,0
-0.857,-0.826,-0.208,-0.814,1.348,0.27,-1.191,2.214,-2.559,-0.288,0.224,-1.859,-0.102,0.421,-0.074,5,0
-0.478,-0.826,0.649,-1.091,1.348,1.027,-1.321,0.952,-1.986,0.794,-0.75,-1.532,0.368,0.378,0.525,1,0
0.564,0.048,0.044,-0.537,1.348,-1.272,-0.538,-0.688,-0.646,-0.66,-0.351,0.812,1.436,0.983,0.373,5,0
1.038,-2.136,-1.67,-0.122,1.348,-1.553,0.181,0.195,-0.264,-3.025,-0.492,-0.854,1.559,0.148,0.058,4,0
1.417,-2.136,-1.721,0.017,1.348,-1.496,-0.067,0.321,-0.2,-3.069,-0.328,-1.031,1.721,0.132,0.297,11,1
0.943,0.048,-0.864,0.225,-0.31,-1.048,0.651,0.952,0.468,-1.543,1.199,-0.091,-0.185,0.231,0.281,6,0
0.28,-0.826,-0.41,0.294,-1.186,-0.459,0.677,-1.521,1.566,-0.849,-1.125,0.737,-0.206,-0.597,-0.141,8,0
0.374,-2.136,0.901,0.294,-0.968,-0.403,0.364,-1.067,1.632,-0.648,-2.048,-0.548,-0.263,0.505,-0.113,14,1
0.28,-1.263,1.203,0.086,-0.811,-0.711,0.39,-1.193,1.432,-0.271,-1.675,0.19,-0.243,0.907,-0.052,18,1
0.185,-1.263,1.153,0.017,-0.757,-0.964,0.494,-1.193,1.368,-0.457,-1.673,0.326,-0.262,1.026,-0.152,12,1
-0.005,-1.263,1.355,-0.122,-1.15,-1.104,0.716,-1.546,1.637,-0.406,-1.995,0.688,-0.598,1.087,-0.212,9,0
0.28,0.048,0.901,0.086,-0.943,-0.908,0.573,-1.572,1.482,0.011,-0.935,1.353,-0.223,0.675,0.001,7,0
0.374,0.048,0.397,-0.122,-0.54,-0.291,0.076,-1.193,0.812,0.111,-0.72,0.875,0.065,0.126,0.336,14,1
-0.005,0.484,-0.007,-0.26,1.348,1.167,-1.387,-0.814,-1.132,1.298,-0.418,0.094,1.474,-0.613,0.434,4,0
-0.763,1.358,-1.973,-1.922,1.348,-2.254,-1.739,0.321,-3.408,-1.75,0.65,2.079,0.552,0.208,0.386,3,0
0.09,-2.136,-1.973,-1.784,1.348,-1.945,-1.452,-0.31,-2.21,-3.131,-1.719,0.064,1.196,0.008,0.584,3,0
0.185,-0.389,-1.973,-1.23,-0.163,-2.001,-0.381,1.583,-1.545,-2.902,0.78,0.149,-0.705,0.141,0.557,3,0
0.564,-1.263,-1.973,-0.606,-0.292,-1.693,0.181,0.321,-0.237,-2.993,-0.162,0.091,-0.073,-0.335,0.308,3,0
0.564,-1.263,-1.973,-0.676,1.348,-2.422,-0.329,0.952,-1.424,-3.385,0.246,-0.201,1.018,0.572,0.074,3,0
1.132,-0.826,-1.973,-0.606,0.637,-1.889,0.024,0.952,-0.696,-3.051,0.672,-0.144,0.642,0.172,0.627,3,0
0.753,-1.263,-1.569,-0.26,-1.256,-1.16,0.651,0.952,0.544,-2.641,0.243,-0.503,-1.013,-0.396,0.423,3,0
0.09,-2.136,0.296,-0.468,-0.02,0.298,-0.329,-0.562,0.152,-0.481,-1.983,-1.051,0.168,-0.034,0.266,6,0
-0.668,-2.136,-0.309,-0.814,-0.788,-1.104,0.037,-0.814,0.054,-1.663,-2.211,0.063,-0.705,0.071,-0.304,6,0
0.28,-0.389,-1.973,-0.953,0.2,-1.609,-0.08,2.214,-1.554,-2.751,1.321,-0.508,-0.577,0.131,0.443,5,0
0.564,-0.826,-1.973,-0.745,0.273,-1.412,0.129,0.952,-0.799,-2.686,0.474,-0.195,0.104,-0.233,0.433,3,0
0.09,-2.136,-1.317,0.017,-0.97,-0.936,0.272,2.214,-0.173,-2.697,0.215,-1.926,-1.403,-0.081,-0.198,4,0
-0.668,-2.136,-0.007,-1.507,1.348,-0.431,-1.308,-0.941,-1.699,-0.793,-2.659,-0.391,0.992,0.332,0.172,7,0
-0.005,-2.136,-1.62,-1.23,-1.367,-1.945,0.52,-1.067,0.424,-3.171,-1.95,0.815,-0.834,-0.474,0.231,5,0
0.374,0.048,-1.973,-0.883,1.348,-1.833,-0.459,-0.688,-1.281,-2.179,0.009,1.374,1.508,-0.173,0.274,5,0
0.185,-0.826,-1.973,-0.606,1.348,-1.525,-0.394,0.321,-1.413,-2.451,0.059,0.082,1.146,-0.15,-0.037,4,0
-0.005,-2.136,-1.973,-0.606,1.348,-1.216,-0.72,0.321,-1.503,-2.736,-0.914,-0.832,1.147,-0.345,-0.181,3,0
-0.289,-2.136,-1.973,-0.606,1.348,-1.356,-0.694,-0.688,-1.305,-2.628,-1.551,-0.135,1.417,-0.526,-0.446,2,0
0.09,-0.826,-1.973,-0.468,-0.902,-1.833,0.703,0.952,-0.126,-2.989,0.472,0.178,-1.007,-0.288,-0.084,5,0
0.28,-2.136,-1.973,-0.745,1.348,-1.889,-0.734,-0.057,-1.352,-3.173,-1.087,-0.324,1.35,0.001,-0.028,3,0
-0.857,-0.389,-1.973,-0.537,1.348,-1.104,-0.903,0.321,-2.14,-1.734,0.016,0.274,0.83,-0.53,-0.623,4,0
-1.331,-1.263,-0.007,-0.953,0.619,-0.767,-1.021,0.321,-1.803,-0.735,-1.343,-0.374,-0.229,0.555,-0.538,4,0
-1.047,-2.136,-0.359,-0.606,1.348,-0.487,-1.217,-0.814,-1.513,-0.921,-2.304,-0.531,1.059,0.035,-0.695,6,0
-0.668,-0.826,-0.309,-0.883,1.348,-1.02,-1.112,-0.688,-1.617,-0.799,-1.343,0.425,1.025,0.461,-0.243,6,0
-0.952,0.048,-1.973,-0.953,1.348,-1.272,-1.138,0.321,-2.552,-1.641,0.117,0.702,0.704,-0.424,-0.385,3,0
-0.384,-0.389,-1.973,-0.745,1.348,-1.188,-0.916,2.214,-2.632,-2.166,1.154,-0.832,0.24,0.02,-0.113,4,0
-0.668,-0.389,-0.057,-1.022,-1.146,-0.767,-0.172,-0.31,-0.295,-0.649,-0.979,0.739,-1.273,0.092,0.16,3,0
-1.142,-0.389,-0.41,-0.814,0.154,-0.627,-0.799,-0.688,-1.206,-0.442,-1.176,0.759,-0.108,-0.146,-0.391,8,0
-0.194,-0.826,-0.259,-0.745,-1.367,-0.88,0.834,0.952,0.251,-1.408,-0.124,-0.264,-1.757,0.313,0.164,2,0
-0.573,-0.826,-1.771,-0.745,1.348,-1.496,-0.707,-0.688,-1.617,-1.999,-0.845,0.764,1.221,-0.33,-0.461,3,0
-0.952,-0.826,0.145,-0.814,0.628,0.018,-1.021,-1.067,-1.123,0.18,-1.791,0.277,0.46,-0.082,-0.199,5,0
-1.899,-0.389,1.355,-1.576,1.348,-0.263,-1.53,-0.31,-2.514,1.004,-1.822,0.241,0.101,1.232,-0.382,1,0
